"IncrementalCosts","IncrementalQALYs"
336.525535438836,-0.00698215592784296
320.645711112839,-0.00262022013539487
303.979737269303,-0.00315869153610571
322.764591825582,0.00620922589013401
362.774442023432,-0.00413895987884094
335.988955190568,-0.00134818013850224
297.222859337249,-0.0129481963422336
301.226208180245,-0.00224970063333485
329.28759249201,-0.0027658985438701
335.93771650383,-0.00153424600423324
299.245806099767,-0.0107583066469908
355.410945134505,-0.000938185695514904
297.06557974532,-0.0104959051635832
288.8850468609,-0.0024920027182832
326.005177927477,0.00069912068062844
357.081703732589,-0.000744157308782856
296.964432989599,-0.00125496306696832
314.841677415572,-0.000244533185013107
319.481821475028,0.00979702867984422
326.389807543148,0.00140281002248044
341.118512192329,-0.00352218664734399
319.270931077942,0.00518116712540295
327.891587798522,-0.00481888456140916
331.18907223852,-0.00434507230290293
361.960383340506,0.000485690716288123
275.694466111886,-0.0170303587592922
285.021789120492,-0.0114818345840421
317.381430443487,-0.00053207800796512
324.299070068024,-0.00578012292208724
331.925705231087,0.00313552056552957
326.382557725083,-0.00834114879656939
292.425002678709,0.00783496060476629
327.134926610608,-0.00635245991974731
320.155756595062,-0.00681346649733994
333.061754936137,-0.00218173831007373
328.917589037677,0.00460202077187322
338.160518780211,-0.00698507791750069
289.754406271528,-0.0173361307586653
323.557567000047,-0.00662664505457411
312.02565759224,-0.00236013936033974
340.297721051691,-0.00440987134195564
357.611887864531,-0.000703194572795995
342.544568866409,-0.00960765214227272
318.377126909143,-0.0115121121581828
337.122491075424,-0.00775437312320715
327.400009790726,-0.00207685309868799
309.950921544924,0.00640951096111064
294.414279242945,-0.00951611490613202
287.198056557756,-0.00602595015091972
312.957732657139,-0.010554426745926
359.590233018152,0.00888405314770924
310.950962665316,2.9222873288437e-06
344.034209842635,0.00151159038868082
287.271287036755,-0.0131165389813919
337.003429960738,-0.00334459562023381
329.442812743577,-0.00878664245069416
338.117829753106,-0.013288414870665
313.566448980375,0.00322030241209897
312.313778062777,-0.00412919972773013
322.874582828994,-0.00336643078291943
294.158138632338,0.00798378947584544
317.464403061057,-0.00829621935088815
293.975119348779,0.00339200462057732
304.576230853727,0.000646035836816161
347.760488762646,0.00220998800480815
345.522872960845,-0.00327730807961063
328.981794483416,0.00464244045958317
296.455509104734,-0.0100783365899245
291.105849418214,-0.0101298988959566
314.258180212942,0.00520136111916503
302.311993503686,-0.00546680351329226
358.226492934322,0.00413026622220602
356.151403357443,0.00575553991118899
333.323736850857,-0.00669409337605065
313.497084169158,-0.00310415099132511
352.980327051714,0.00329257312838876
321.089945520895,-0.00442124474502342
345.699058087601,0.0109055903839531
315.57856314928,0.00446304385099799
328.234129553131,-0.0110685717269419
311.394479635189,-0.00263362211163387
332.223666465107,-0.00317345238958217
300.324334603076,0.0167529925436721
349.017850890645,0.0192214504365835
341.62413835642,-0.00442571289049992
347.495356893055,0.00570687798528824
311.095535785736,-0.00249200665443472
339.698134374288,-0.00183269082245863
300.131153935501,0.00426374281370828
340.273795155596,-0.00213506004492736
314.246227676993,-0.00205542394400166
299.510719752826,-0.0295225423471527
324.415744194411,-0.0097768215747378
272.971242804978,-0.0168392980583421
312.980374881137,-0.00201998915129376
294.86255506089,-0.000895583847822679
321.686022879507,0.00591581476354508
331.290176702968,0.00124758783667339
318.474212183514,-0.00658193548770392
330.672967836052,-0.0214745992675644
306.719933997639,-0.0115419243300207
279.969657942255,0.00580068250870364
327.978879078846,0.00222056027137357
355.430659325908,0.00433822091537689
327.299683695235,-0.00593901693636639
328.088103727539,-0.00413423784945982
310.843256574088,0.00721189533564226
296.235299542732,0.00414634661729052
342.950058643353,0.000205693107655058
293.755952247366,-0.0116581597671983
299.544506404827,-0.0156601329657433
317.820789678138,-0.0114594023527852
333.092277868812,-0.0118126315830902
322.760712672265,-0.000506342449591968
304.538710779765,-0.0105179479659321
325.06876664732,-0.00518426419135937
316.408623298813,-0.00689801418730163
333.600016822516,0.0042903332482333
318.495281676692,0.00366252400273154
319.620074689105,0.00413664417782378
352.209617332774,-0.00555961663675131
332.743121986567,-0.00197806083170748
334.61315968206,-0.012513243590002
298.597044011813,0.00189046900720574
323.358079751724,-0.00702783389615586
344.275981501402,-0.00488082374628257
320.982631030902,0.0044746357535958
302.738353702026,-0.0156571454508638
313.158934312759,-0.00408268378739396
351.675314033993,0.00740469246694497
305.991817838217,-0.00206167904442467
322.655843522036,0.00674914858473397
344.765859943607,0.00165753498974947
315.42299188256,-0.00819150799987189
337.579415354169,0.000628961404415429
348.443643958237,-0.0100849617358508
246.880538601108,-0.00939524316597873
316.46758061795,-0.0137869776538423
348.521274553279,0.0141563561261675
316.043592777912,0.00228661073485803
334.090648388051,0.00275380264406272
334.94394762208,-0.00348656381332646
319.573452486602,0.00375142058910305
299.072364935864,0.00107182572622894
303.354335729032,-0.0119860069571339
318.200962829043,-0.00118674591734014
315.42743163087,-0.00980233050989182
307.460303406324,-0.00969244390650392
356.940910692876,-0.0126476591080744
318.906083629882,-0.00598365694318331
340.731290430469,-0.0172386610463652
312.326747143828,-0.00351211543042607
308.585696412193,-0.0122768735549674
308.603809894699,3.28439583635598e-06
347.976581442212,-0.0209975509615652
322.763918360091,-0.0172424195551091
313.407668662776,-0.00989875501130683
313.346295696272,-0.00719329029919435
314.099291411013,-0.00513658725628968
313.749965691538,-0.00425206670211453
343.058026295412,-0.0111537218644456
353.035906542408,0.00271279409941944
306.386788427255,0.00207597487902028
313.317220451429,-0.00964048358108271
353.695356485828,-0.00834113161021222
311.889247450149,-0.0117262470487908
302.40508422641,-0.000406914769290889
352.557258204513,0.000846092060695747
296.927119966824,-0.00598299311919548
290.313287317449,-0.00786607835869696
336.590811024136,0.00669541315034577
299.375142313158,-0.00183332720506502
276.208850722192,-0.0142152138926519
300.474959910659,0.00565523356367942
339.900049522985,-7.54010529030458e-05
336.20905669328,-0.000127547668464845
282.200483887623,0.000205313198304025
343.255767820523,-0.00156869513988322
317.980039349189,0.00243405040630751
324.826581860128,0.0036904768913929
321.827839254345,-0.00552858403045903
344.995358934376,-0.0058800853794827
309.439288629834,-0.00733317813176937
294.772041573988,-0.0168959038785256
334.600741739877,-0.00241569652777984
318.376537906847,-0.00915799305450871
318.685048709164,0.015646763375074
290.083979137886,-0.00416084195351246
345.022652834859,-0.00499108223713202
306.37528450734,-0.00284126296305659
321.350867544239,-0.00335700125780353
357.236667802204,0.0113107182573566
274.502854579201,0.000140605933994065
322.481306251077,0.00544035458812286
321.438171363011,-0.0084161475715312
329.261033607515,0.00280108687263642
334.289452060797,-0.00939244012056439
289.534519022009,-0.0116563056824223
332.543889315628,-0.00201664968604792
325.588012162239,-0.00225485073114451
326.298254824709,0.00637942558283899
337.211526380964,-0.00724906911843226
292.917736722184,0.00218007297487005
277.106100660922,-0.0109800675977623
305.284756793959,-0.00600260182478113
341.577068261817,0.00291853205718573
322.185896189122,-0.0146631998369587
332.425869937278,-0.00375310412766838
311.270632426446,-0.00926547776664294
295.693595024369,-0.0233774492016232
301.165694788187,0.00154367571748093
332.420193107597,0.00082796498272375
323.654540931372,-0.00604684416130119
322.720383664592,-9.97842884971067e-05
313.574361315186,0.00167947104054916
345.925092006905,-0.00552382553063996
326.308804294554,-0.00844167572281684
323.474866042134,-0.00989250137342784
345.566739466366,-0.00599330406283122
365.106146521845,0.00558780075919024
345.907473905768,-0.000447250513874731
345.522307856746,-0.00237448271809271
333.434069925476,-0.00328276051670678
310.653227844155,-0.00855644292888469
316.343188321915,-0.000455753691297078
326.060222063213,-0.00425786340972223
297.241038463493,0.00649444906205138
318.664691936501,-0.00841058313458765
329.722419343985,-0.00457245667650602
308.458313285663,-0.00771590042600634
349.338450156991,-0.00361079027608274
283.623506447818,0.00930536857819431
288.652020458675,0.00314746191381365
328.912060536639,-0.00508967650769604
319.71466352781,-0.0029696048061193
332.75942045699,-0.00287998420374969
327.886706356548,0.00173813541053036
317.291264418419,-0.00441522526359284
306.643895642028,0.00492029209881795
311.951039464321,-0.0064363705138189
314.717095674735,-0.0103614749183926
321.294146120196,0.00447132605061451
334.257158053722,0.00146844923469736
